Date,Open,High,Low,Close,Volume
2024-04-25T04:00:00-04:00,168.81,168.95,168.67,168.82,0.0
2024-04-25T04:02:00-04:00,168.72,168.87,168.72,168.87,0.0
2024-04-25T04:04:00-04:00,168.73,168.92,168.7,168.71,0.0
2024-04-25T04:06:00-04:00,168.76,168.9,168.73,168.74,0.0
2024-04-25T04:08:00-04:00,168.72,168.75,168.7,168.7,0.0
2024-04-25T04:10:00-04:00,168.73,168.85,168.73,168.73,0.0
2024-04-25T04:12:00-04:00,168.79,168.79,168.7,168.75,0.0
2024-04-25T04:14:00-04:00,168.7,168.8,168.7,168.8,0.0
2024-04-25T04:16:00-04:00,168.81,168.9,168.77,168.9,0.0
2024-04-25T04:18:00-04:00,168.9,168.9,168.77,168.77,0.0
2024-04-25T04:20:00-04:00,168.83,168.83,168.83,168.83,0.0
2024-04-25T04:22:00-04:00,168.92,168.96,168.92,168.96,0.0
2024-04-25T04:24:00-04:00,168.88,168.94,168.87,168.9,0.0
2024-04-25T04:26:00-04:00,168.91,168.91,168.88,168.88,0.0
2024-04-25T04:28:00-04:00,168.91,168.95,168.91,168.92,0.0
2024-04-25T04:30:00-04:00,168.93,168.93,168.93,168.93,0.0
2024-04-25T04:32:00-04:00,168.94,168.96,168.94,168.95,0.0
2024-04-25T04:34:00-04:00,168.95,168.99,168.94,168.99,0.0
2024-04-25T04:36:00-04:00,168.99,169.11,168.99,169.1,0.0
2024-04-25T04:38:00-04:00,169.15,169.2,169.08,169.08,0.0
2024-04-25T04:40:00-04:00,169.08,169.2,169.02,169.15,0.0
2024-04-25T04:42:00-04:00,169.06,169.06,169.06,169.06,0.0
2024-04-25T04:44:00-04:00,169.05,169.05,169.03,169.05,0.0
2024-04-25T04:46:00-04:00,169.05,169.05,169.05,169.05,0.0
2024-04-25T04:48:00-04:00,169.05,169.05,168.99,169.03,0.0
2024-04-25T04:50:00-04:00,168.99,168.99,168.91,168.99,0.0
2024-04-25T04:52:00-04:00,169.0,169.0,168.98,168.98,0.0
2024-04-25T04:54:00-04:00,168.94,168.94,168.94,168.94,0.0
