Date,Open,High,Low,Close,Volume
2024-04-25T04:00:00-04:00,402.74,402.91,401.82,401.82,0.0
2024-04-25T04:02:00-04:00,401.75,402.0,401.72,401.92,0.0
2024-04-25T04:04:00-04:00,402.01,402.15,401.66,402.08,0.0
2024-04-25T04:06:00-04:00,401.66,402.09,401.63,401.98,0.0
2024-04-25T04:08:00-04:00,401.98,401.99,401.66,401.85,0.0
2024-04-25T04:10:00-04:00,401.85,401.97,401.72,401.73,0.0
2024-04-25T04:12:00-04:00,401.9,402.0,401.66,401.79,0.0
2024-04-25T04:14:00-04:00,401.74,401.98,401.7,401.87,0.0
2024-04-25T04:16:00-04:00,401.82,401.94,401.7,401.92,0.0
2024-04-25T04:18:00-04:00,401.9,401.9,401.7,401.73,0.0
2024-04-25T04:20:00-04:00,401.85,401.91,401.7,401.88,0.0
2024-04-25T04:22:00-04:00,401.72,401.88,401.7,401.7,0.0
2024-04-25T04:24:00-04:00,401.8,401.81,401.67,401.67,0.0
2024-04-25T04:26:00-04:00,401.7,401.7,401.55,401.65,0.0
2024-04-25T04:28:00-04:00,401.5,401.51,401.29,401.41,0.0
2024-04-25T04:30:00-04:00,401.38,401.69,401.31,401.68,0.0
2024-04-25T04:32:00-04:00,401.69,401.72,401.54,401.54,0.0
2024-04-25T04:34:00-04:00,401.7,402.2,401.7,402.2,0.0
2024-04-25T04:36:00-04:00,402.3,402.49,402.25,402.25,0.0
2024-04-25T04:38:00-04:00,402.24,402.5,402.13,402.5,0.0
2024-04-25T04:40:00-04:00,402.5,402.5,402.29,402.35,0.0
2024-04-25T04:42:00-04:00,402.36,402.44,402.36,402.44,0.0
2024-04-25T04:44:00-04:00,402.42,402.43,402.31,402.31,0.0
2024-04-25T04:46:00-04:00,402.43,402.43,402.32,402.32,0.0
2024-04-25T04:48:00-04:00,402.37,402.43,402.12,402.2,0.0
2024-04-25T04:50:00-04:00,402.17,402.25,402.17,402.25,0.0
2024-04-25T04:52:00-04:00,402.19,402.25,402.06,402.06,0.0
